Volatility 3 Framework 2.28.1

Offset	Name
0xc08eb0723890	\Windows\System32\AppXDeploymentExtensions.desktop.dll
0xc08eb0726300	\Windows\System32\credui.dll
0xc08eb0726d70	\Windows\System32\licmgr10.dll
0xc08eb0728080	\Windows\System32\netcfgx.dll
0xc08eb0728ef0	\Windows\System32\Winlangdb.dll
0xc08eb072b340	\Windows\System32\NotificationControllerPS.dll
0xc08eb072c4c0	\Windows\System32\en-US\faultrep.dll.mui
0xc08eb072d6d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Configuration.evtx
0xc08eb0730d60	\Windows\System32\credprovs.dll
0xc08eb0730ef0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.125_none_15cbcf8893620c09
0xc08eb0732080	\Windows\System32\InputSwitch.dll
0xc08eb0732ef0	\$MapAttributeValue
0xc08eb073a6c0	\Windows\System32\imageres.dll
0xc08eb073cbd0	\Program Files (x86)\Microsoft Office\root\Licenses16\AccessR_Trial-pl.xrm-ms
0xc08eb073d4d0	\Windows\System32\NetworkStatus.dll
0xc08eb0740a20	\Windows\System32\credprovslegacy.dll
0xc08eb0742ac0	\$MapAttributeValue
0xc08eb0742dd0	\Windows\System32\FontGlyphAnimator.dll
0xc08eb0743be0	\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0xc08eb0745e10	\Windows\System32\ngccredprov.dll
0xc08eb0750410	\$MapAttributeValue
0xc08eb0752720	\Windows\System32\cryptbase.dll
0xc08eb0753ac0	\Windows\System32\prm0009.dll
0xc08eb0754080	\Windows\System32\shacct.dll
0xc08eb0757710	\Windows\System32\MSWB7.dll
0xc08eb0758080	\Windows\SysWOW64\mfmp4srcsnk.dll
0xc08eb0758ef0	\Windows\SysWOW64\mswsock.dll
0xc08eb075abd0	\Windows\System32\ngckeyenum.dll
0xc08eb075b150	\Windows\System32\RTWorkQ.dll
0xc08eb075b5a0	\Windows\System32\StructuredQuery.dll
0xc08eb075bac0	\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000001.db
0xc08eb075fef0	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_202108271724542630199000344D0.xml
0xc08eb07617a0	\Windows\System32\deviceassociation.dll
0xc08eb0764ef0	\Windows\System32\facecredentialprovider.dll
0xc08eb0767290	\Windows\System32\Windows.Devices.Enumeration.dll
0xc08eb07686b0	\Windows\System32\en-US\credprovs.dll.mui
0xc08eb0769d60	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000006f.db
0xc08eb0769ef0	\$Directory
0xc08eb076e6e0	\Windows\Fonts\segoeuil.ttf
0xc08eb0771ef0	\$Extend\$UsnJrnl:$J:$DATA
0xc08eb0776770	\Windows\System32\winbio.dll
0xc08eb0778a10	\Windows\System32\IDStore.dll
0xc08eb07790b0	鄈끷삎￿鄈끷삎￿
0xc08eb077a080	\Windows\SysWOW64\dxgi.dll
0xc08eb0782080	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_202109081800036392161000345B0.xml
0xc08eb0785080	\Windows\System32\Windows.ApplicationModel.dll
0xc08eb0786c80	\Windows\WinSxS\Temp\PendingRenames\1551bff28daad7010e000000004b6441.Cleanup.xml
0xc08eb07917f0	\Windows\System32\ssdpsrv.dll
0xc08eb0791d80	\$Directory
0xc08eb0792a60	\Windows\System32\StorSvc.dll
0xc08eb079aac0	\Windows\System32\drivers\cldflt.sys
0xc08eb079dcc0	\Program Files (x86)\Microsoft Office\root\Office16\CONVERT\OLADD.FAE
0xc08eb079def0	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioProVL_MAK-ppd.xrm-ms
0xc08eb07a2680	\Windows\System32\spool\drivers\W32X86\PCC
0xc08eb07a7660	\Windows\System32\tileobjserver.dll
0xc08eb07a7ef0	\Windows\System32\config\COMPONENTS
0xc08eb07adb50	\$MapAttributeValue
0xc08eb07b3350	\$Directory
0xc08eb07b5490	\Windows\System32\msftedit.dll
0xc08eb07b59c0	\Windows\System32\ninput.dll
0xc08eb07b5d30	\Program Files\Common Files\McAfee\SystemCore\mfefire.exe
0xc08eb07b8ef0	\ProgramData\Microsoft\User Account Pictures\user-48.png
0xc08eb07bf580	\$Directory
0xc08eb07c1080	\ProgramData\Microsoft\User Account Pictures\user-48.png
0xc08eb07c2080	\Windows\System32\Windows.Graphics.dll
0xc08eb07c2920	\Windows\System32\winevt\Logs\Microsoft-Windows-Biometrics%4Operational.evtx
0xc08eb07c4480	\Windows\System32\TokenBroker.dll
0xc08eb07c9080	\Endpoint
0xc08eb07c9ef0	\Windows\System32\en-US\Windows.Graphics.dll.mui
0xc08eb07d1ef0	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My
0xc08eb07dbb50	\$Directory
0xc08eb07dcc50	\Endpoint
0xc08eb07e3130	\$Mft::$BITMAP
0xc08eb07e3d60	\Windows\System32
0xc08eb07e5ef0	\Program Files (x86)\McAfee\VirusScan Enterprise\x64\vsodscpl.dll
0xc08eb07e61d0	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\officeclicktorun.exe.db-shm
0xc08eb07e9080	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\EduWorks Data Streamer Add-In\Microsoft.DataStreamer.UWP.dll
0xc08eb07e9580	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\ColleagueImport.dll
0xc08eb07edef0	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\officeclicktorun.exe.db
0xc08eb07f2ba0	\Windows\SysWOW64\wlanapi.dll
0xc08eb07f49c0	\Windows\System32\vaultsvc.dll
0xc08eb07f9590	\$Directory
0xc08eb07f9720	\Windows\Registration\R00000000000d.clb
0xc08eb07fc5f0	\Windows\System32\usocore.dll
0xc08eb07fc930	\Program Files\McAfee\Agent\x86\macompatsvc.exe
0xc08eb07ff840	\$MapAttributeValue
0xc08eb080b580	\Windows\SysWOW64\mssprxy.dll
0xc08eb0811c70	\Windows\System32\D3D12.dll
0xc08eb08189f0	\CMApi
0xc08eb0821360	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\officeclicktorun.exe.db-wal
0xc08eb0825080	\Windows\System32\Windows.Security.Authentication.OnlineId.dll
0xc08eb0826490	\Windows\System32\devobj.dll
0xc08eb0827ef0	\Endpoint
0xc08eb082cbf0	\$MapAttributeValue
0xc08eb082e830	\$ConvertToNonresident
0xc08eb082f560	\$MapAttributeValue
0xc08eb082fb80	\mfefire_mfemms_listenerpipe
0xc08eb083a080	\Windows\System32\sru\SRU.chk
0xc08eb083e330	\$MapAttributeValue
0xc08eb083eef0	\Windows\System32\en-US\wscsvc.dll.mui
0xc08eb0845680	\Windows\CSC\v2.0.6\pq
0xc08eb0848080	\Endpoint
0xc08eb08488a0	\Windows\System32\tbs.dll
0xc08eb084a9c0	\Program Files (x86)\Microsoft Office\root\Licenses16\HomeStudent2019R_Trial-pl.xrm-ms
0xc08eb084e990	\mfehcs_mfemms_listenerpipe
0xc08eb0855ef0	\$MapAttributeValue
0xc08eb0858a50	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_Subscription2-pl.xrm-ms
0xc08eb0862430	\Windows\System32\vmictimeprovider.dll
0xc08eb0863080	\Windows\SysWOW64\winsta.dll
0xc08eb08652f0	\Windows\System32\drivers\mfehck.sys
0xc08eb0865590	\$Directory
0xc08eb0868080	\Endpoint
0xc08eb08687d0	襏
0xc08eb086a2e0	\$MapAttributeValue
0xc08eb086def0	\$Extend:$I30:$INDEX_ALLOCATION
0xc08eb0871670	\Program Files (x86)\Common Files\McAfee\SystemCore\mfehida.dll
0xc08eb0873940	\Windows\System32\WsmAuto.dll
0xc08eb08772c0	\Windows\SysWOW64\ntshrui.dll
0xc08eb0878660	\Windows\Registration\R00000000000d.clb
0xc08eb087b290	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Filters\api-ms-win-crt-utility-l1-1-0.dll
0xc08eb0881a20	\Windows\SysWOW64\mf.dll
0xc08eb088c080	\Windows\WinSxS\FileMaps\programdata_microsoft_network_downloader_7fafaef6d33e4371.cdf-ms
0xc08eb088c2c0	\CMNotify
0xc08eb088dac0	\Program Files (x86)\Microsoft Office\root\Licenses16\ProPlusVL_MAK-ppd.xrm-ms
0xc08eb0891ef0	\Program Files (x86)\Google\Update\1.3.36.102\GoogleCrashHandler.exe
0xc08eb0892e10	\Endpoint
0xc08eb089aeb0	\Endpoint
0xc08eb08a0410	\Windows\System32\en-US\ESENT.dll.mui
0xc08eb08a2c80	\$MapAttributeValue
0xc08eb08ac440	\$MapAttributeValue
0xc08eb08b4470	\W32TIME_ALT
0xc08eb08b49a0	\W32TIME_ALT
0xc08eb08c1ef0	\Program Files (x86)\Microsoft Office\root\Office16\api-ms-win-crt-conio-l1-1-0.dll
0xc08eb08c3a10	\Program Files\Common Files\McAfee\SystemCore\mcshield.exe
0xc08eb08c46e0	\Windows
0xc08eb08c5140	\Program Files (x86)\McAfee\VirusScan Enterprise\QuarCpl.dll
0xc08eb08c5350	\Endpoint
0xc08eb08c7080	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-EventTracing%4Admin.evtx
0xc08eb08c9530	\Windows\System32\ExecModelClient.dll
0xc08eb08cc320	\Windows\System32\SecurityHealthSSO.dll
0xc08eb08cea70	\Program Files (x86)\Microsoft Office\root\Licenses16\Standard2019R_Grace-ul-oob.xrm-ms
0xc08eb08d1080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\Cultures\OFFICE.ODF
0xc08eb08d1580	\Program Files (x86)\Microsoft Office\root\Licenses16\Outlook2019VL_KMS_Client_AE-ul.xrm-ms
0xc08eb08ddef0	\Windows\System32\WerFault.exe
0xc08eb08de080	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx
0xc08eb08e0a10	\Windows\System32\ncryptsslp.dll
0xc08eb08e2c80	\$Directory
0xc08eb08e9310	\W32TIME_ALT
0xc08eb08ecef0	\Program Files\McAfee\Agent\x86\ma_datastore.dll
0xc08eb08f13d0	\Program Files\McAfee\Agent\x86\ma_compatplugin.dll
0xc08eb08f3980	\Program Files\McAfee\Agent\x86\ma_compatlpc.dll
0xc08eb08f6c70	\Windows\System32\lz32.dll
0xc08eb08f6ef0	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{511540DF-7130-4813-A00D-71C987FAB1C8}\Machine\Microsoft\Windows NT\SecEdit\GptTmpl.inf
0xc08eb08fcd60	\Program Files\McAfee\Agent\x86\ma_msgbus.dll
0xc08eb08fcef0	\Windows\SysWOW64
0xc08eb0901bf0	\Program Files\McAfee\Agent\x86\ma_utils.dll
0xc08eb0902930	\Program Files\McAfee\Agent\x86\ma_logger.dll
0xc08eb0907080	\Program Files\McAfee\Agent\x86\ma_database.dll
0xc08eb09075e0	\Program Files\McAfee\Agent\x86\ma_serialization.dll
0xc08eb090a080	\Program Files\Common Files\McAfee\SystemCore\mytilus3.dll
0xc08eb090a0b0	ꄈ낐삎￿ꄈ낐삎￿
0xc08eb090bd60	\Program Files\McAfee\Agent\x86\libuv.dll
0xc08eb090bef0	\Program Files\McAfee\Agent\x86\ma_xml.dll
0xc08eb090eef0	\Program Files\McAfee\Agent\x86\ma_variant.dll
0xc08eb0913770	\Program Files\McAfee\Agent\x86\sqlite.dll
0xc08eb0914770	\Program Files\McAfee\Agent\x86\ma_crypto.dll
0xc08eb09154c0	\Windows\SysWOW64\netutils.dll
0xc08eb09192f0	\Program Files\McAfee\Agent\x86\trex.dll
0xc08eb0919ac0	\Program Files\McAfee\Agent\x86\ma_client.dll
0xc08eb091fd10	\Program Files\McAfee\Agent\x86\mfecryptc.dll
0xc08eb0922810	\Windows\System32\winevt\Logs\Microsoft-Windows-Time-Service%4Operational.evtx
0xc08eb09229a0	\Program Files\McAfee\Agent\x86\mxml.dll
0xc08eb09235f0	\CMApi
0xc08eb0926080	\Windows\System32\msxml6.dll
0xc08eb0927d60	\ProgramData\McAfee\Agent\logs\mfemactl_c.log
0xc08eb0930a90	\Program Files\Common Files\McAfee\SystemCore\mytilus3_worker.dll
0xc08eb0937ef0	\Program Files (x86)\Microsoft Office\root\Office16\mscss7cm_es.dub
0xc08eb0938080	\Windows\System32\Windows.StateRepositoryPS.dll
0xc08eb093cb70	\Windows\System32\DriverStore\FileRepository\mdmzyp.inf_amd64_506361ee2090c055\mdmzyp.inf
0xc08eb0940ef0	\$Directory
0xc08eb09442a0	\Winsock2\CatalogChangeListener-308-0
0xc08eb0945080	\Windows\System32\DriverStore\FileRepository\wdma_usb.inf_amd64_48d65adf692e432c\wdma_usb.inf
0xc08eb0945da0	\Windows\System32\ShareHost.dll
0xc08eb0949670	\$Extend\$Reparse:$R:$INDEX_ALLOCATION
0xc08eb094bcc0	\Windows\WinSxS\Temp\PendingRenames\2dc5d4f28daad70113000000004b6441.$$.cdf-ms
0xc08eb094be50	\Windows\SysWOW64\msi.dll
0xc08eb0950ef0	\$MapAttributeValue
0xc08eb0951080	\Endpoint
0xc08eb09513e0	\Windows\WinSxS\Manifests\amd64_microsoft-windows-deliveryoptimization_31bf3856ad364e35_10.0.16299.15_none_ed464d1a38296141.manifest
0xc08eb0951960	\$MapAttributeValue
0xc08eb0953eb0	\ma_named_pipe1744525584
0xc08eb0957920	\ma_d5599bbe-4623-46a0-98a0-fa5e985813e2_8CFCB0CA
0xc08eb0958d60	\Windows\SysWOW64\msimg32.dll
0xc08eb0959b20	\Program Files\McAfee\Agent\x86\cryptocme.dll
0xc08eb095a080	\$Directory
0xc08eb095d3a0	\Windows\Logs\SIH\SIH.20210915.002925.827.1.etl
0xc08eb095fc00	\Windows\System32\drivers\EhStorClass.sys
0xc08eb0962a20	\$Directory
0xc08eb0966a40	\mfehc_servicelistenerpipe
0xc08eb096c080	\ma_d5599bbe-4623-46a0-98a0-fa5e985813e2_8CFCB0CA
0xc08eb096fd70	\$Directory
0xc08eb0970d70	\$Directory
0xc08eb0971120	\ProgramData\McAfee\Agent\DB\matask.db
0xc08eb09713d0	\Program Files\McAfee\Agent\x86\ccme_asym.dll
0xc08eb0971870	\Program Files\Common Files\microsoft shared\ClickToRun\Updates\16.0.13628.20448\RepoMan.dll
0xc08eb09762d0	\Windows\System32\schannel.dll
0xc08eb0977080	\$Directory
0xc08eb0978210	\Windows
0xc08eb0978b80	\$MapAttributeValue
0xc08eb0979d60	\Windows\System32\en-US\dhcpcore6.dll.mui
0xc08eb097c340	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\WebCache\V01.loglog
0xc08eb097d4d0	\Program Files\McAfee\Agent\x86\ccme_base.dll
0xc08eb0980d70	\Windows\System32\crypt32.dll
0xc08eb0983d60	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_de13fd0a\Report.wer.tmp
0xc08eb0983ef0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\api-ms-win-crt-heap-l1-1-0.dll
0xc08eb09845a0	\Windows\System32\DriverStore\FileRepository\nett4x64.inf_amd64_932b03841e9525d7\nett4x64.inf
0xc08eb0988ac0	\Windows\System32\appinfo.dll
0xc08eb0989d60	\$Directory
0xc08eb0989ef0	\Windows\WinSxS\Temp\PendingRenames\b299f4a9c4a9d70118000000dc4a3448.Cleanup.xml
0xc08eb098bb50	\Program Files (x86)\Microsoft Office\root\Licenses16\ProPlusVL_MAK-ul-phn.xrm-ms
0xc08eb098def0	\Windows\System32\edgeIso.dll
0xc08eb0996930	\Windows\SysWOW64
0xc08eb0997ef0	\Windows\System32\fhcfg.dll
0xc08eb0999ef0	\Windows\SysWOW64\kernel32.dll
0xc08eb099f480	\CMApi
0xc08eb099fef0	\Windows\System32\wups2.dll
0xc08eb09a93f0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.16299.125_none_d02560fb5f387566\comctl32.dll
0xc08eb09b1080	\AsyncConnectHlp
0xc08eb09b6d00	\Windows\System32\msdtclog.dll
0xc08eb09bd790	\$Directory
0xc08eb09beef0	\$Directory
0xc08eb09c09b0	\ProgramData\McAfee\Agent\msgbus
0xc08eb09c0ea0	蔠崠꾈￿point
0xc08eb09c3400	\Program Files\Common Files\McAfee\SystemCore\mfeavfa.dll
0xc08eb09c35b0	\CMApi
0xc08eb09c3740	\SearchTextHarvester
0xc08eb09c4290	\$MapAttributeValue
0xc08eb09c4500	\CMApi
0xc08eb09ca580	\mfehc_servicelistenerpipe
0xc08eb09ccac0	\Windows\System32\en-US\wevtsvc.dll.mui
0xc08eb09d1ac0	\$MapAttributeValue
0xc08eb09d4490	\Program Files (x86)\Microsoft Office\root\Licenses16\HomeStudent2019R_Retail-pl.xrm-ms
0xc08eb09d5ef0	\$MapAttributeValue
0xc08eb09d6240	\Program Files (x86)\Microsoft Office\FileSystemMetadata.xml
0xc08eb09d64e0	\$Directory
0xc08eb09dee70	\Windows\System32\en-US\kernel32.dll.mui
0xc08eb09e3270	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioStdVL_MAK-pl.xrm-ms
0xc08eb09e4ae0	\Windows\System32\security.dll
0xc08eb09e8340	\$MapAttributeValue
0xc08eb09e8680	\Program Files\McAfee\Host Intrusion Prevention\HipRc.dll
0xc08eb09ef940	\mfehc_servicelistenerpipe
0xc08eb09f0ef0	\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx
0xc08eb09f3610	\Windows\SysWOW64\npmproxy.dll
0xc08eb09f3830	\ProgramData\Microsoft\Storage Health\StorageEventsArchive.dat
0xc08eb09f5210	\$Directory
0xc08eb09fd6b0	\$Directory
0xc08eb09fe7b0	\Windows\System32\en-US\user32.dll.mui
0xc08eb0a02380	\$MapAttributeValue
0xc08eb0a06b00	\Windows\Prefetch\FIREFOX.EXE-18ACFCFF.pf
0xc08eb0a06ef0	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_20210909174203100841500034440.xml
0xc08eb0a09d60	\Windows\System32\config\SOFTWARE
0xc08eb0a09ef0	\Program Files (x86)\Microsoft Office\root\vregwow6432\lync.x-none.msi.16.x-none.vreg.dat
0xc08eb0a0aad0	\Endpoint
0xc08eb0a0c590	\Program Files (x86)\Google\Update\GoogleUpdate.exe
0xc08eb0a1aef0	\ProgramData\McAfee\Host Intrusion Prevention\Event.log
0xc08eb0a1c2d0	\$MapAttributeValue
0xc08eb0a36e20	\$MapAttributeValue
0xc08eb0a3b080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\api-ms-win-crt-multibyte-l1-1-0.dll
0xc08eb0a41ef0	\Program Files\Common Files\McAfee\SystemCore\mfeelama.dll
0xc08eb0a45280	\Windows\System32\ncuprov.dll
0xc08eb0a49ef0	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_f991fa38\Report.wer.tmp
0xc08eb0a4ed60	\Windows\System32\en-US\winhttp.dll.mui
0xc08eb0a56060	\$MapAttributeValue
0xc08eb0a567c0	\$MapAttributeValue
0xc08eb0a58ef0	\Program Files (x86)\Google\Update\1.3.36.102\goopdate.dll
0xc08eb0a5bef0	\Windows\System32\msimg32.dll
0xc08eb0a5d640	\$Directory
0xc08eb0a5d7d0	\Windows\System32\schedcli.dll
0xc08eb0a5d960	\Windows\System32
0xc08eb0a5eef0	\$MapAttributeValue
0xc08eb0a60640	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\Cultures\OFFICE.ODF
0xc08eb0a6d080	\Program Files\Common Files\microsoft shared\ClickToRun\Updates\16.0.13628.20448\msvcp140.dll
0xc08eb0a6f0e0	\Windows\System32\sru\SRU0F111.l
0xc08eb0a74ef0	\Windows\System32\ngcpopkeysrv.dll
0xc08eb0a77ad0	\Program Files (x86)\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-0000-0000000FF1CE}\wordicon.exe
0xc08eb0a7a080	\Windows\Registration\R00000000000d.clb
0xc08eb0a82ef0	\$Directory
0xc08eb0a843d0	\Program Files (x86)\Common Files\McAfee\Engine\x64\Mscan64a.dll
0xc08eb0a87ef0	\Program Files\McAfee\Host Intrusion Prevention\nailite.dll
0xc08eb0a89910	\Windows\SysWOW64\dwmapi.dll
0xc08eb0a8acf0	\$MapAttributeValue
0xc08eb0a8d2c0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.16299.125_none_d02560fb5f387566
0xc08eb0a8fd60	\$MapAttributeValue
0xc08eb0a8fef0	\Program Files\McAfee\Host Intrusion Prevention\HipShield.dll
0xc08eb0a91390	\$Directory
0xc08eb0a98580	\$Directory
0xc08eb0a9fde0	\Program Files (x86)\Microsoft Office\root\Licenses16\O365HomePremR_SubTest1-pl.xrm-ms
0xc08eb0aa9580	\Windows\Temp\officeclicktorun.exe_streamserver(202102210827035690).log
0xc08eb0aafac0	\Windows\System32\gdi32full.dll
0xc08eb0ab5c80	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\Machine\comment.cmtx
0xc08eb0ab8080	\Windows\Fonts\segoeuib.ttf
0xc08eb0ab99c0	\$MapAttributeValue
0xc08eb0ac4320	\Program Files (x86)\Common Files\McAfee\SystemCore\mfemmsa.dll
0xc08eb0ac5080	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{3AED11CF-0291-4915-AA85-E95C65F7EA88}\Machine\Registry.pol
0xc08eb0ac5720	\$MapAttributeValue
0xc08eb0ac69d0	\:$I30:$INDEX_ALLOCATION
0xc08eb0ac9060	\$MapAttributeValue
0xc08eb0ac9400	\Windows\System32\ntdll.dll
0xc08eb0aca9e0	\Program Files (x86)\Common Files\McAfee\Engine\mferuntime20200930171148605.dat
0xc08eb0acdd60	\Windows\System32\AppXDeploymentServer.dll
0xc08eb0ad7510	\$MapAttributeValue
0xc08eb0ae3470	\Windows\SysWOW64\wscproxystub.dll
0xc08eb0af1d60	\Windows\System32\srclient.dll
0xc08eb0af6ad0	\Windows\System32\sru\SRU0F113.l
0xc08eb0afdd70	\Windows\System32\wbem\esscli.dll
0xc08eb0b04130	\Windows\SysWOW64\iertutil.dll
0xc08eb0b076d0	\Windows\System32\en-US\ESENT.dll.mui
0xc08eb0b0cb50	\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting
0xc08eb0b0f2a0	\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll
0xc08eb0b10ef0	\Windows\SysWOW64\PeerDist.dll
0xc08eb0b12830	\Program Files (x86)\Microsoft Office\root\Office16\Wordconv.exe
0xc08eb0b19c40	\Windows\SysWOW64\winnlsres.dll
0xc08eb0b21080	\Windows\System32\dbgeng.dll
0xc08eb0b242a0	\Windows\subject_srv.exe
0xc08eb0b25060	\$MapAttributeValue
0xc08eb0b29150	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{3AED11CF-0291-4915-AA85-E95C65F7EA88}\Machine\comment.cmtx
0xc08eb0b2e060	\$MapAttributeValue
0xc08eb0b2f080	\$Directory
0xc08eb0b319f0	\Windows\System32\ntshrui.dll
0xc08eb0b33c00	\Program Files (x86)\Microsoft Office\root\Licenses16\PowerPoint2019R_OEM_Perp-pl.xrm-ms
0xc08eb0b378b0	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioPro2019XC2RVL_MAKC2R-pl.xrm-ms
0xc08eb0b37a40	\Program Files (x86)\Microsoft Office\root\Licenses16\HomeBusinessR_OEM_Perp4-pl.xrm-ms
0xc08eb0b390b0	鄈낳삎￿鄈낳삎￿
0xc08eb0b3a690	\Windows\System32\spool\drivers\x64\PCC
0xc08eb0b3cac0	\Windows\SysWOW64\wdigest.dll
0xc08eb0b42410	\Windows\System32\msvcr120_clr0400.dll
0xc08eb0b490b0	鄈내삎￿鄈내삎￿
0xc08eb0b49290	\$Directory
0xc08eb0b52080	\$Directory
0xc08eb0b55ef0	\Windows\Prefetch\ENTVUTIL.EXE-B0B13044.pf
0xc08eb0b5bef0	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtxjtx
0xc08eb0b5cef0	\Windows\System32\swprv.dll
0xc08eb0b5d540	\Program Files (x86)\Microsoft Office\root\Licenses16\Standard2019R_Trial-ul-oob.xrm-ms
0xc08eb0b690b0	鄈낶삎￿鄈낶삎￿
0xc08eb0b77ef0	\Windows\System32\omadmapi.dll
0xc08eb0b7bd70	\Program Files (x86)\McAfee\VirusScan Enterprise\Res0900\McShield.DLL
0xc08eb0b7d6a0	\$Directory
0xc08eb0b7fca0	\Windows\System32\Clipc.dll
0xc08eb0b883b0	\Windows\System32\Windows.UI.Input.Inking.Analysis.dll
0xc08eb0b89580	\$Directory
0xc08eb0b90540	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\WebCacheLock.dat
0xc08eb0b939c0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm
0xc08eb0b9e080	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoVL_MAK-ppd.xrm-ms
0xc08eb0ba3970	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0xc08eb0ba9a10	\Windows\System32\ngcrecovery.dll
0xc08eb0bb5080	\Windows\WinSxS\FileMaps\program_files_common_files_microsoft_shared_msinfo_817ad0c7c1c8e490.cdf-ms
0xc08eb0bb7a10	\Program Files (x86)\McAfee\VirusScan Enterprise\mcupdate.exe
0xc08eb0bc8b50	\$Extend\$RmMetadata\$Repair:$Corrupt:$DATA
0xc08eb0bd5320	\$MapAttributeValue
0xc08eb0bdb460	\Windows\System32\SrTasks.exe
0xc08eb0bdecc0	\Windows\SysWOW64\rasadhlp.dll
0xc08eb0be7080	\Windows\System32\en-US\FirewallControlPanel.dll.mui
0xc08eb0beb810	\Windows\SysWOW64\prnfldr.dll
0xc08eb0bfaef0	\Windows\System32\bcrypt.dll
0xc08eb0bfb470	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioStd2019R_Retail-ul-phn.xrm-ms
0xc08eb0c0acd0	\$Directory
0xc08eb0c13ac0	\Program Files (x86)\Microsoft Office\root\Office16\MSIPC\sv\msipc.dll.mui
0xc08eb0c1aca0	\Windows\System32\DriverStore\FileRepository\rdvgwddmdx11.inf_amd64_91ab86e886645695\rdvgwddmdx11.inf
0xc08eb0c1aef0	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_eb7c3cd8\Report.wer.tmp
0xc08eb0c24a30	\$Extend:$I30:$INDEX_ALLOCATION
0xc08eb0c284a0	\Windows\System32\IPPMon.dll
0xc08eb0c29080	\Windows\System32\fveui.dll
0xc08eb0c29360	\Windows\System32\browcli.dll
0xc08eb0c2c7b0	\$Directory
0xc08eb0c2cab0	\Program Files (x86)\Microsoft Office\root\Client\api-ms-win-crt-runtime-l1-1-0.dll
0xc08eb0c373d0	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{3AED11CF-0291-4915-AA85-E95C65F7EA88}\Machine\Preferences\Registry\Registry.xml
0xc08eb0c3e790	\Windows\System32\perfos.dll
0xc08eb0c3f490	\Windows\System32\wshirda.dll
